train_loss,valid_loss
4.601178452372551,4.577938458760579
4.576079308986664,4.565318894704183
4.551540702581406,4.543524868011475
4.5370953977108,4.52808021291097
4.529752776026726,4.526660485585531
4.517485529184341,4.512718031565348
4.516353473067284,4.507312243143717
4.492059201002121,4.492240829467773
4.4897142350673676,4.479293266296387
4.4835308492183685,4.478909932454427
4.481728985905647,4.475453079223633
4.472794741392136,4.461709573109944
4.461030349135399,4.457035176595052
4.45582440495491,4.481964274088542
4.449129790067673,4.46560403696696
4.452605724334717,4.446531725565593
4.450573310256004,4.441682558695475
4.432824209332466,4.443389500935872
4.426210790872574,4.450393005371094
4.4442648738622665,4.419923358917236
4.426414579153061,4.436580825805664
4.437161892652512,4.432715103149414
4.428292080760002,4.441677900950114
4.42668704688549,4.420616521199544
4.4346340000629425,4.408240884145101
4.414486050605774,4.433426961263021
4.431789144873619,4.423875396728516
4.423478379845619,4.412525210062663
4.413803145289421,4.398369753519694
4.390497222542763,4.397488393147786
4.421338960528374,4.411361484527588
4.40578681230545,4.407936703999837
4.380651146173477,4.39315691502889
4.39435513317585,4.396348546346029
4.391638278961182,4.405972212473552
4.381619423627853,4.3944975204467775
4.377602726221085,4.386993200937907
4.3883030861616135,4.390821010589599
4.398347228765488,4.401785697937012
4.383184194564819,4.3839944508870445
4.371285647153854,4.395623825073242
4.382147669792175,4.380871608734131
4.365485429763794,4.387725934346517
4.395933017134666,4.386944390614827
4.365527495741844,4.382959364573161
4.36032922565937,4.38172016398112
4.371972128748894,4.384701197306315
4.3591625690460205,4.376856063842774
4.360700383782387,4.377236114501953
4.3558604419231415,4.374146308898926
4.361059844493866,4.387344820658366
4.371113792061806,4.388026664733887
4.3625248670578,4.373124320983886
4.371774986386299,4.376687037150065
4.375130116939545,4.380390561421712
4.373662233352661,4.396240445454915
4.366819143295288,4.379581072489421
4.358116090297699,4.373532979329427
4.368704915046692,4.372811149597168
4.368082970380783,4.389098787943522
4.371055319905281,4.371891274770101
4.354372084140778,4.3694613037109375
4.352610990405083,4.38269002532959
4.3721611350774765,4.378513553619385
4.355768606066704,4.380945284525553
4.382930934429169,4.384025166829427
4.364129826426506,4.367404668172201
4.370147109031677,4.370083656311035
4.361708253622055,4.376045613606771
4.3576386868953705,4.3868348592122395
4.368860423564911,4.384420496622721
4.357992962002754,4.377148808797201
4.358803376555443,4.378133238474528
4.35645005106926,4.391692821502685
4.364838153123856,4.380597433725993
4.360341966152191,4.387105796813965
4.348343417048454,4.3927384262084965
