train_loss,valid_loss
4.806122988462448,4.599572093963623
4.588430672883987,4.60550968170166
4.588431179523468,4.605627128601074
4.570512682199478,4.601796951293945
4.546093076467514,4.597898005167643
4.52799978852272,4.558587010701498
4.495809763669968,4.577498174031575
4.47463721036911,4.446462479909261
4.441537976264954,4.451478808085124
4.4239442348480225,4.475742696126302
4.3946675062179565,4.620839440663656
4.3955357670784,4.37749542872111
4.362588793039322,4.466445826212565
4.346551358699799,4.3624515686035155
4.326868772506714,4.309886866251627
4.306400567293167,4.376329948425293
4.300033330917358,4.254485914866129
4.268042981624603,4.233958145141601
4.23232826590538,4.3158296267191565
4.213308930397034,4.179955549875896
4.21174231171608,4.1120101203918455
4.168836385011673,4.056247595469157
4.131639510393143,4.169018357594808
4.138567388057709,4.115552433013916
4.110501229763031,4.124891405741374
4.080516576766968,4.177510687510172
4.013872414827347,3.961323813120524
4.007862210273743,3.942012715657552
3.9649190455675125,4.063221659342448
3.935161218047142,3.9246694831848146
3.9077168852090836,3.89559285736084
3.8823271840810776,3.772799836476644
3.8645991533994675,3.775686971028646
3.820807635784149,3.6572623291015627
3.7823537588119507,3.727741580963135
3.740952968597412,3.7159956563313803
3.7404647320508957,3.705674195607503
3.700119286775589,3.613037238438924
3.667300760746002,3.56488884862264
3.66381998360157,3.5275091031392414
3.6309664249420166,3.4465635083516437
3.5966473668813705,3.5647672678629556
3.58459310233593,3.502414897282918
3.5402359515428543,3.363798712412516
3.5122522115707397,3.4069131660461425
3.5065253227949142,3.3515852839152016
3.4714649319648743,3.448748481750488
3.4514404982328415,3.3438606446584065
3.402274489402771,3.5336786359151207
3.40683813393116,3.381110492070516
3.398921459913254,3.2860143515268962
3.398255929350853,3.3052246170043946
3.3697586357593536,3.415985492706299
3.3447883278131485,3.2064294726053872
3.283897802233696,3.206369276682536
3.299491122364998,3.550896354675293
3.2457056790590286,3.3051993090311687
3.20759354531765,3.215208526611328
3.1771103143692017,3.125151938756307
3.1812447160482407,3.192422803878784
3.184947192668915,3.14635408782959
3.1620688438415527,3.2048648096720376
3.1442940980196,3.1162000007629396
3.104243978857994,3.224229897816976
3.064162626862526,3.1784800561269124
3.0742161720991135,3.1368966725667318
3.044000133872032,3.2983860251108807
3.043972745537758,3.1711952807108563
3.0013966262340546,3.0525495262145994
2.990366220474243,3.1172049770355224
3.026987373828888,3.1149667059580484
2.9738158136606216,2.998408260981242
2.9674132466316223,3.0236480776468913
2.9509353041648865,3.047852965037028
2.9649271070957184,3.0202980829874675
2.9394442290067673,3.008589454650879
2.9265644401311874,3.0040519059499107
2.9285008907318115,3.2003637466430663
2.911947637796402,3.148614102681478
2.886423021554947,2.9721658643086752
2.8839064836502075,3.0081007798512776
2.8542852699756622,3.0186416969299317
2.8593723624944687,2.9960807927449546
2.812265619635582,2.967322259267171
2.827926680445671,3.0305623626708984
2.8164145201444626,2.9770776863098143
2.783351555466652,2.961935609817505
2.78335639834404,2.9628390998840333
2.7871091067790985,2.926931144078573
2.759421855211258,3.0047045084635418
2.77808178961277,2.8990449384053547
2.760206714272499,2.956112683614095
2.7612552493810654,3.0020459543863933
2.72905732691288,3.051819310506185
2.730460077524185,2.964627689997355
2.7114305645227432,2.936380058924357
2.7120810747146606,3.5943501631418866
2.6795979738235474,2.917383122762044
2.6964604407548904,2.9531509221394856
2.6739212572574615,2.9936858406066893
