train_loss,valid_loss
4.556643173098564,4.598274055480957
4.366585999727249,4.587143107096354
4.257019400596619,4.577092608133952
4.163986787199974,4.561171442667643
4.089094758033752,4.5436883061726885
4.039234362542629,4.647608980814616
3.9700852632522583,4.444146975199382
3.9280416071414948,4.58443632253011
3.8612352907657623,4.136875886281332
3.8228877261281013,3.9097202180226645
3.7919164299964905,3.776808011372884
3.777414359152317,3.5979001121520997
3.7274920120835304,3.472492665608724
3.6712807714939117,3.4611592451731363
3.6368064284324646,3.352709795633952
3.6015013679862022,3.33243364016215
3.6007500141859055,3.370608027776082
3.594184271991253,3.376271059036255
3.5584991797804832,3.399290106455485
3.499924622476101,3.3625285301208496
3.5157923251390457,3.2029071273803713
3.4627355560660362,3.2591521040598552
3.458375044167042,3.1893512573242186
3.436611697077751,3.2309554494222006
3.4163709208369255,3.130154577255249
3.399341695010662,3.149905860900879
3.3788342103362083,3.0736397349039715
3.352779470384121,3.075656485239665
3.3482715040445328,3.3011925671895344
3.3271702378988266,3.1074289391835532
3.3204130455851555,3.019797519048055
3.3117268159985542,3.1359258308410642
3.2813903093338013,2.9510166174570718
3.259031429886818,2.989318842569987
3.2552058026194572,3.1066342124938964
3.2544746547937393,3.0166096744537354
3.2260978892445564,2.982390802383423
3.186055473983288,2.9223370018005372
3.192563444375992,2.9245653330485024
3.202556237578392,2.977675973892212
3.1752052530646324,2.9723619333902995
3.1471861749887466,2.9241422430674233
3.1412060782313347,2.9173389256795246
3.117238312959671,2.7889874687194824
3.127747595310211,2.901234809875488
3.1356863602995872,2.8848817691802977
3.104175180196762,2.865637093861898
3.1008475348353386,2.7938279609680174
3.0999633744359016,2.9779645601908364
3.0775467306375504,2.8158843008677166
3.0765062794089317,2.8359061368306477
3.067806266248226,2.81618515141805
3.031349405646324,2.8586076367696127
3.0405323207378387,2.7766405804951986
3.0460106804966927,3.007262109120687
3.039853811264038,2.77642387453715
3.0302406772971153,2.8050389156341553
3.0086589828133583,2.673157683690389
3.0065504759550095,2.8550791257222494
3.0041756629943848,2.737329944610596
3.013922594487667,2.782224267323812
2.9793657287955284,2.7950241203308104
2.9783902019262314,2.82462256749471
2.985394611954689,2.769233112335205
2.9725398644804955,2.6727822392781575
2.9803454726934433,2.674337595621745
2.9661059007048607,2.6888387819925943
2.961713954806328,2.6686587301890055
2.944003611803055,2.7848067995707195
2.963471442461014,2.7040254236857098
2.9508499205112457,2.786870284398397
2.939310647547245,2.660267588297526
2.9535152167081833,2.6276407203674315
2.899148553609848,2.6413461837768555
2.916320748627186,2.6292405185699463
2.90530476719141,2.6486279837290447
2.934567615389824,2.6819114640553794
2.9178517162799835,2.698018416086833
2.908657804131508,2.583315319697062
2.9001415073871613,2.62524227142334
2.8907469734549522,2.627980069478353
2.933372236788273,2.686162305196126
2.8880749717354774,2.5285720456441245
2.8749659582972527,2.7344955272674563
2.8965422213077545,2.5978274580637613
2.8783201202750206,2.6084952538808186
2.8759021162986755,2.7203654123942056
2.8747096359729767,2.5575233605702716
2.859198123216629,2.6742170950571698
2.8759143128991127,2.487932876586914
2.8670519292354584,2.5960389607747394
2.86348669975996,2.6207450879414877
2.855172783136368,2.6060400117238363
2.8494035750627518,2.519627424240112
2.870634250342846,2.4464506702423097
2.8343157917261124,2.612876569112142
2.8474762961268425,2.454250504811605
2.8566815331578255,2.558602277755737
2.8222182542085648,2.586675187428792
2.863301172852516,2.5765614833831787
2.8409841656684875,2.5157608954111734
2.8262086510658264,2.538627330780029
2.8612699136137962,2.51247683207194
2.811047673225403,2.633580042521159
2.816125735640526,2.581854686101278
