train_loss,valid_loss
4.5567434430122375,4.567343743642171
4.249606296420097,4.529548507690429
4.086003594100475,4.491042068481446
3.930055283010006,4.420056480407715
3.8039048090577126,4.3166655337015785
3.693218022584915,4.234080673217774
3.5804498121142387,3.9632044461568197
3.483843244612217,3.8294011967976886
3.382645770907402,3.830759489695231
3.318232499063015,3.441427718480428
3.212198667228222,3.705315185546875
3.172640085220337,3.9606413129170734
3.078412674367428,3.1744333610534667
3.0200530663132668,3.134564852396647
2.974960669875145,2.9488829555511473
2.9060754477977753,3.0394636052449546
2.8706469237804413,3.1270328578948976
2.7959520295262337,3.0270797278086343
2.787050887942314,2.8903580131530764
2.7418184727430344,2.8685321718851724
2.7036333307623863,2.896280628204346
2.6691988110542297,2.7268210538228352
2.6545393764972687,2.824645974477132
2.6074237897992134,2.6865989201863605
2.5880455300211906,2.7746516393025717
2.555974580347538,2.7616806074778237
2.55105172842741,2.6675923652648925
2.537719465792179,2.8381558977762857
2.4657772555947304,2.710410509109497
2.4676141813397408,2.611133331934611
2.4498337879776955,2.7694763959248863
2.465995654463768,2.5780032761891682
2.4021103605628014,2.5505677490234375
2.406886175274849,2.590010145823161
2.3800110667943954,2.7295044072469077
2.3651720359921455,2.5505155760447185
2.387117847800255,2.576816809972127
2.3271507397294044,2.521609000523885
2.299508109688759,2.568728247324626
2.3125153854489326,2.6401078751881917
2.2851312682032585,2.5988559290568034
2.2880626767873764,2.6149441788991292
2.264234498143196,2.608926343282064
2.2759580984711647,2.496784651438395
2.275288552045822,2.7506219291687013
2.232076905667782,2.5213551845550537
2.2239983677864075,2.5369139506022136
2.2036448940634727,2.482656529108683
2.2109866067767143,2.5211769262949626
2.16820465028286,2.49116175587972
2.176917865872383,2.5611256980895996
2.1651786528527737,2.7208317667643227
2.187297396361828,2.7130890401204426
2.136304683983326,2.508887784322103
2.1302026212215424,2.501595085779826
2.1506869941949844,2.5765845928192137
2.113944534212351,2.5031935602823894
2.134268518537283,2.5120559069315593
